4109882

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.76              9.58              8.16             73.22
2                      13.83             11.78             10.07             79.65
4                      12.85              9.72              8.27             62.18
8                      24.20              9.84              8.38              0.00
16                     47.52             26.98             23.26             11.70
32                     15.31             10.92              9.33             52.97
64                     22.72             15.87             13.62             49.69
128                    25.68             15.91             13.62             28.28
256                    21.70             14.07             12.06             36.71
512                    21.60             13.88             11.92             35.25
1024                   34.32             19.32             16.61              9.62
2048                   46.07             26.28             22.65             12.59
4096                   39.16             21.20             18.17              1.13
8192                   35.22             22.97             19.80             38.13
16384                  40.94             27.12             23.41             40.99
32768                  58.33             37.76             32.63             36.98
65536                  84.67             53.52             46.36             32.82
131072                141.01             87.91             76.22             30.34
262144                435.51            197.39            171.33              0.00
