4108725

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.37             11.64              9.93             72.43
2                      43.83             14.41             12.35              0.00
4                      49.33             33.45             28.91             45.08
8                      12.07              9.89              8.43             74.10
16                     19.19             14.76             12.66             65.00
32                     33.03             10.81              9.23              0.00
64                     40.33             22.29             19.22              6.09
128                    34.57             21.16             18.24             26.52
256                    38.38             15.52             13.33              0.00
512                    63.04             34.31             29.69              3.23
1024                   41.34             22.38             19.29              1.69
2048                   31.29             19.06             16.40             25.43
4096                   52.96             31.65             27.36             22.10
8192                   39.19             23.61             20.34             23.43
16384                  81.68             40.56             35.11              0.00
32768                 198.43            106.75             93.03              1.45
65536                  85.14             53.41             46.30             31.48
131072                142.70             88.57             76.89             29.61
262144                560.08            214.95            186.67              0.00
