4109653

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.43              9.44              8.05             50.48
2                      11.61              9.37              7.98             72.00
4                      12.44              9.52              8.12             64.00
8                      19.16             16.94             14.58             84.81
16                     14.78             12.36             10.60             77.18
32                     28.10             24.77             21.30             84.35
64                     16.67             13.76             11.80             75.31
128                    32.54             16.36             14.06              0.00
256                    46.48             28.86             24.93             29.31
512                    45.53             21.44             18.47              0.00
1024                   42.44             23.76             20.50              8.89
2048                   26.58             15.90             13.67             21.85
4096                   38.31             24.50             21.15             34.69
8192                   47.81             27.58             23.84             15.12
16384                  44.07             27.16             23.47             27.95
32768                 105.40             57.22             49.62              2.90
65536                  90.37             57.06             49.46             32.66
131072                161.86             96.04             83.37             21.04
262144                385.62            202.87            176.12              0.00
