4109996

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.76              9.60              8.18             73.55
2                      17.36             13.12             11.24             62.26
4                      21.54             11.71             10.01              1.88
8                      21.40              9.83              8.38              0.00
16                     42.83             28.58             24.67             42.23
32                     14.83             11.57              9.88             66.99
64                     18.09             11.58              9.90             34.26
128                    25.54             15.42             13.14             23.01
256                    27.14             15.84             13.60             16.92
512                    27.22             16.10             13.82             19.53
1024                   30.53             16.32             14.00              0.00
2048                   47.66             22.67             19.54              0.00
4096                   36.06             20.30             17.47              9.81
8192                   55.42             27.61             23.81              0.00
16384                  40.98             27.30             23.55             41.91
32768                  66.02             36.37             31.31              5.30
65536                 108.45             53.30             46.14              0.00
131072                212.86            107.35             93.04              0.00
262144                389.24            199.21            172.96              0.00
