4107794

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.44              9.24              7.83             46.26
2                      15.94              9.64              8.19             23.10
4                      15.27             11.52              9.80             61.71
8                      19.09             10.80              9.17              9.72
16                     24.99             20.62             17.65             75.27
32                     20.97             12.47             10.62             19.91
64                     17.87             14.39             12.28             71.67
128                    21.65             14.11             12.04             37.34
256                    32.47             17.46             14.97              0.00
512                    30.62             18.18             15.61             20.34
1024                   45.03             28.20             24.32             30.79
2048                   31.79             17.82             15.30              8.73
4096                   59.45             34.19             29.56             14.52
8192                   80.25             30.85             26.67              0.00
16384                  52.36             27.47             23.72              0.00
32768                  89.62             54.88             47.55             26.94
65536                  85.15             53.40             46.24             31.34
131072                144.44             89.24             77.43             28.71
262144                378.58            196.96            171.12              0.00
