1375552

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.12
2                      36.29
4                      28.63
8                      20.04
16                     38.31
32                     24.68
64                     18.74
128                    30.31
256                    36.96
512                    25.96
1024                   30.28
2048                   35.60
4096                   44.42
8192                  180.07
16384                  70.66
32768                 118.84
65536                 216.77
131072                441.49
262144               3225.47
