1372218

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.56
2                      19.29
4                      33.45
8                      28.90
16                     21.14
32                     20.98
64                     31.78
128                    37.30
256                    30.70
512                    28.95
1024                   23.04
2048                   30.66
4096                   36.36
8192                  180.07
16384                  70.15
32768                 174.20
65536                 218.26
131072                426.22
262144               3688.78
