1412248

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.43
2                      33.81
4                      19.92
8                      17.11
16                     17.02
32                     23.31
64                     25.80
128                    22.39
256                    28.96
512                    24.81
1024                   29.77
2048                   27.98
4096                   39.25
8192                  191.43
16384                  87.66
32768                 128.13
65536                 217.57
131072                414.77
262144               3532.11
