1377210

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.94
2                      19.64
4                      22.01
8                      23.72
16                     22.48
32                     20.40
64                     21.27
128                    33.47
256                    29.80
512                    29.52
1024                   27.73
2048                   32.03
4096                   43.70
8192                  189.56
16384                 141.12
32768                 125.70
65536                 212.66
131072                398.91
262144               3251.87
