1378872

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.02
2                      33.90
4                      16.82
8                      18.29
16                     25.81
32                     30.07
64                     26.43
128                    31.16
256                    22.79
512                    31.93
1024                   32.27
2048                   26.05
4096                   37.88
8192                  191.49
16384                  68.89
32768                 120.95
65536                 205.83
131072                406.51
262144               4183.82
