1392147

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.79
2                      26.72
4                      21.28
8                      22.53
16                     28.45
32                     27.51
64                     18.66
128                    23.29
256                    29.71
512                    23.63
1024                   23.33
2048                   29.07
4096                   42.88
8192                  189.66
16384                  68.64
32768                 118.25
65536                 220.98
131072                434.31
262144               3691.58
