1393803

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.00
2                      26.34
4                      23.66
8                      23.44
16                     19.43
32                     22.93
64                     21.30
128                    20.36
256                    29.70
512                    22.15
1024                   26.19
2048                   43.48
4096                   53.47
8192                  341.21
16384                 206.00
32768                 248.37
65536                 207.78
131072                454.93
262144               4333.66
