1388830

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      33.49
2                      26.59
4                      20.93
8                      16.13
16                     22.42
32                     27.10
64                     22.34
128                    23.53
256                    22.33
512                    31.17
1024                   39.88
2048                   35.63
4096                   38.65
8192                  184.04
16384                  74.17
32768                 115.40
65536                 205.63
131072                389.29
262144               3735.35
