1397114

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.02
2                      19.17
4                      23.61
8                      20.60
16                     27.50
32                     19.72
64                     21.82
128                    21.36
256                    21.07
512                    22.31
1024                   28.37
2048                   26.11
4096                   42.58
8192                  211.90
16384                  68.80
32768                 117.42
65536                 207.66
131072                372.88
262144               3288.82
