1387169

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      38.26
2                      23.31
4                      20.77
8                      25.81
16                     21.56
32                     18.84
64                     19.59
128                    20.64
256                    23.47
512                    29.33
1024                   24.92
2048                   38.00
4096                   54.09
8192                  195.62
16384                  65.64
32768                 120.49
65536                 215.32
131072                371.29
262144               3857.18
