1402098

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.69
2                      20.99
4                      18.13
8                      23.10
16                     38.15
32                     27.72
64                     21.67
128                    20.88
256                    21.75
512                    23.18
1024                   32.19
2048                   51.08
4096                   62.52
8192                  193.52
16384                 100.72
32768                 132.72
65536                 214.41
131072                401.26
262144               3955.71
