1382176

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.35
2                      18.34
4                      22.31
8                      21.40
16                     22.04
32                     27.79
64                     22.38
128                    25.25
256                    20.14
512                    21.50
1024                   26.77
2048                   25.94
4096                   42.66
8192                  203.53
16384                  66.10
32768                 117.60
65536                 205.76
131072                381.57
262144               3556.47
