1405414

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.24
2                      19.73
4                      27.20
8                      19.78
16                     28.46
32                     21.79
64                     22.69
128                    21.16
256                    29.42
512                    24.92
1024                   21.75
2048                   30.06
4096                   47.32
8192                  190.79
16384                  73.07
32768                 113.87
65536                 204.68
131072                373.62
262144               3720.05
