1408838

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.14
2                      26.04
4                      18.90
8                      22.91
16                     27.60
32                     25.28
64                     18.20
128                    30.46
256                    28.87
512                    27.02
1024                   24.96
2048                   34.82
4096                   46.08
8192                  198.14
16384                  72.02
32768                 118.24
65536                 203.66
131072                398.27
262144               3848.43
