1407081

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.64
2                      30.64
4                      18.64
8                      25.29
16                     22.65
32                     19.46
64                     28.02
128                    45.52
256                    24.53
512                    31.76
1024                   38.28
2048                   28.52
4096                   40.70
8192                  171.32
16384                  65.86
32768                 115.82
65536                 208.92
131072                411.98
262144               3344.76
