1373884

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.23
2                      30.86
4                      21.89
8                      20.69
16                     25.60
32                     26.51
64                     19.62
128                    34.73
256                    27.00
512                    29.64
1024                   44.28
2048                   34.53
4096                   41.47
8192                  195.15
16384                  65.71
32768                 114.07
65536                 257.18
131072                387.56
262144               3758.81
