1385504

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.77
2                      19.20
4                      19.00
8                      16.72
16                     24.64
32                     28.94
64                     21.08
128                    25.34
256                    35.17
512                    24.61
1024                   34.42
2048                   26.29
4096                   44.34
8192                  170.02
16384                  98.98
32768                 118.48
65536                 206.68
131072                425.26
262144               3893.86
