1380517

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      31.51
2                      17.54
4                      20.29
8                      25.49
16                     17.46
32                     24.35
64                     20.90
128                    22.89
256                    26.73
512                    35.84
1024                   25.47
2048                   46.69
4096                   44.88
8192                  201.67
16384                  66.84
32768                 127.56
65536                 207.14
131072                399.82
262144               4240.85
