1390489

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.41
2                      17.09
4                      26.31
8                      40.31
16                     35.39
32                     33.41
64                     19.41
128                    25.81
256                    30.20
512                    28.17
1024                   26.40
2048                   29.41
4096                   43.42
8192                  224.12
16384                  68.13
32768                 119.69
65536                 201.64
131072                376.55
262144               3690.19
