1400438

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.74
2                      25.91
4                      29.35
8                      32.07
16                     43.58
32                     34.60
64                     28.80
128                    32.99
256                    31.67
512                    34.38
1024                   44.10
2048                   28.87
4096                   41.61
8192                  188.79
16384                  70.01
32768                 139.94
65536                 206.91
131072                372.66
262144               3553.85
