1383850

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.72
2                      17.93
4                      23.17
8                      27.40
16                     22.10
32                     27.99
64                     28.43
128                    23.88
256                    22.06
512                    24.30
1024                   28.86
2048                   27.64
4096                   35.47
8192                  200.30
16384                  94.17
32768                 116.01
65536                 283.61
131072                460.25
262144               3526.23
