1403753

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      25.76
2                      20.29
4                      17.79
8                      17.46
16                     29.33
32                     27.89
64                     25.42
128                    27.70
256                    28.02
512                    44.80
1024                   48.66
2048                   28.88
4096                   52.73
8192                  182.48
16384                  65.73
32768                 127.81
65536                 224.25
131072                378.00
262144               3393.64
