
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.79              6.08              4.95              0.00
2                       7.81              5.67              5.05             57.67
4                       7.59              5.56              4.90             58.62
8                       7.51              5.62              4.97             61.98
16                      7.27              5.42              4.81             61.61
32                      7.26              5.39              4.78             60.91
64                      7.29              5.43              4.81             61.31
128                     7.66              5.82              5.17             64.38
256                    12.90              8.35              7.57             39.88
512                    13.14              8.36              7.54             36.69
1024                   13.37              8.60              7.76             38.44
2048                   13.81              9.02              8.14             41.11
4096                   14.21              9.23              8.36             40.32
8192                   15.29             10.16              9.24             44.50
16384                  17.63             11.73             10.70             44.90
32768                  30.11             20.91             19.34             52.45
65536                  43.42             31.41             29.17             58.84
131072                 69.54             51.75             48.25             63.12
262144                122.00             92.62             86.64             66.09
