
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.40              6.03              4.87              0.00
2                      10.14              8.43              7.48             77.13
4                       7.61              5.59              4.94             58.98
8                       7.52              5.62              5.01             62.07
16                      7.35              5.45              4.81             60.50
32                      7.37              5.42              4.80             59.42
64                      7.29              5.46              4.83             62.07
128                     7.69              5.89              5.23             65.63
256                    12.97              8.38              7.56             39.22
512                    13.10              8.37              7.55             37.37
1024                   13.39              8.61              7.78             38.53
2048                   13.76              8.98              8.14             41.29
4096                   14.19              9.27              8.38             41.31
8192                   15.31             10.17              9.26             44.49
16384                  17.68             11.79             10.75             45.17
32768                  30.14             20.98             19.38             52.75
65536                  43.25             31.13             28.94             58.14
131072                 69.47             51.67             48.21             63.08
262144                121.93             92.46             86.47             65.91
