
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.46              6.37              5.54              0.00
2                       8.65              6.81              5.97             69.07
4                       7.90              5.76              5.03             57.43
8                       7.63              5.72              5.07             62.43
16                      7.36              5.49              4.88             61.79
32                      7.37              5.51              4.87             61.75
64                      7.38              5.52              4.87             61.84
128                     7.79              5.91              5.24             64.07
256                    12.90              8.41              7.61             40.96
512                    13.25              8.42              7.60             36.55
1024                   13.62              8.72              7.84             37.60
2048                   14.06              9.13              8.27             40.44
4096                   14.27              9.37              8.43             41.85
8192                   15.41             10.22              9.31             44.26
16384                  17.71             11.75             10.75             44.50
32768                  30.11             20.92             19.32             52.47
65536                  43.28             31.16             28.95             58.15
131072                 69.55             51.65             48.17             62.83
262144                122.48             92.70             86.69             65.64
