
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.48              5.69              5.03             64.53
2                       7.62              5.58              4.94             58.83
4                       7.63              5.56              4.91             57.84
8                       7.53              5.62              5.02             62.01
16                      7.35              5.43              4.80             60.03
32                      7.31              5.43              4.80             60.85
64                      7.35              5.44              4.81             60.23
128                     7.75              5.87              5.21             64.08
256                    12.89              8.54              7.71             43.47
512                    13.10              8.36              7.55             37.22
1024                   13.41              8.63              7.79             38.57
2048                   13.83              9.01              8.15             40.85
4096                   14.27              9.35              8.40             41.34
8192                   15.31             10.17              9.24             44.39
16384                  17.65             11.74             10.71             44.82
32768                  30.19             21.15             19.56             53.79
65536                  43.37             31.15             28.94             57.77
131072                 69.58             51.65             48.17             62.77
262144                122.05             92.63             86.64             66.04
