
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.76              5.93              4.98              0.00
2                       7.82              5.91              5.23             63.58
4                       7.52              5.60              4.93             60.99
8                       7.50              5.63              5.03             62.74
16                      7.38              5.45              4.82             60.16
32                      7.35              5.44              4.81             60.39
64                      7.32              5.46              4.83             61.66
128                     7.80              5.88              5.23             63.37
256                    12.82              8.42              7.59             42.02
512                    13.10              8.38              7.58             37.71
1024                   13.47              8.70              7.84             39.18
2048                   13.93              9.28              8.36             44.34
4096                   14.23              9.40              8.42             42.70
8192                   15.38             10.19              9.25             43.98
16384                  17.66             11.70             10.68             44.19
32768                  30.11             20.91             19.33             52.37
65536                  44.20             31.21             28.94             55.11
131072                 69.43             51.52             48.04             62.71
262144                123.09             92.56             86.56             64.73
