
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.91              5.87              5.09              0.00
2                       7.94              6.06              5.38             65.14
4                       7.67              5.59              4.93             57.87
8                       7.59              5.62              5.00             60.69
16                      7.29              5.43              4.81             61.25
32                      7.33              5.43              4.80             60.49
64                      7.34              5.46              4.83             61.07
128                     7.75              5.88              5.22             64.07
256                    12.92              8.36              7.57             39.80
512                    13.28              8.42              7.61             36.08
1024                   13.58              8.72              7.87             38.26
2048                   14.00              9.10              8.25             40.55
4096                   14.27              9.29              8.41             40.77
8192                   15.37             10.21              9.27             44.43
16384                  17.71             11.77             10.73             44.62
32768                  30.24             21.09             19.38             52.80
65536                  43.31             31.16             28.95             58.03
131072                 69.52             51.63             48.14             62.83
262144                122.50             92.67             86.66             65.58
