
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      10.69              5.73              5.00              0.90
2                      10.30              8.58              7.74             77.80
4                       7.73              5.63              4.99             57.79
8                       7.71              5.67              5.04             59.50
16                      7.35              5.47              4.83             60.99
32                      7.42              5.53              4.86             61.07
64                      7.44              5.47              4.85             59.48
128                     7.77              5.85              5.20             63.18
256                    12.89              8.35              7.56             39.99
512                    13.19              8.36              7.56             36.15
1024                   13.45              8.61              7.77             37.71
2048                   13.83              9.00              8.16             40.82
4096                   14.26              9.27              8.39             40.46
8192                   15.37             10.18              9.24             43.84
16384                  17.75             11.75             10.73             44.13
32768                  30.15             20.95             19.34             52.39
65536                  43.57             31.20             28.97             57.29
131072                 69.58             51.68             48.17             62.83
262144                122.16             92.57             86.59             65.82
