
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.59              5.92              5.01              0.00
2                       8.25              6.31              5.62             65.50
4                       7.60              5.58              4.94             59.10
8                       7.52              5.64              5.03             62.60
16                      7.35              5.46              4.82             60.68
32                      7.32              5.44              4.82             60.96
64                      7.33              5.49              4.84             61.94
128                     7.69              5.88              5.21             65.19
256                    12.87              8.35              7.56             40.23
512                    13.10              8.38              7.57             37.61
1024                   13.43              8.61              7.77             37.96
2048                   13.82              8.99              8.17             40.94
4096                   14.26              9.30              8.41             41.09
8192                   15.33             10.19              9.27             44.60
16384                  17.66             11.72             10.71             44.53
32768                  30.18             21.09             19.51             53.41
65536                  43.22             31.12             28.93             58.17
131072                 69.47             51.55             48.09             62.72
262144                122.03             92.59             86.61             66.01
