
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.13              6.21              5.12              0.00
2                       7.70              5.67              5.04             59.88
4                       7.66              5.60              4.95             58.31
8                       7.72              5.65              5.05             59.01
16                      7.34              5.50              4.86             62.09
32                      7.38              5.47              4.83             60.40
64                      7.34              5.48              4.85             61.56
128                     7.73              5.87              5.22             64.38
256                    12.89              8.33              7.53             39.42
512                    13.10              8.34              7.54             36.88
1024                   13.44              8.62              7.78             38.01
2048                   13.85              9.00              8.14             40.36
4096                   14.41              9.43              8.43             40.99
8192                   15.32             10.17              9.25             44.28
16384                  17.68             11.70             10.67             43.98
32768                  30.15             20.97             19.39             52.68
65536                  43.44             31.21             28.98             57.81
131072                 69.55             51.62             48.16             62.77
262144                122.09             92.56             86.57             65.90
