
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      10.16              5.75              4.97             11.30
2                       9.50              6.84              6.12             56.65
4                       8.03              6.03              5.36             62.72
8                       7.54              5.65              5.05             62.72
16                      7.33              5.47              4.83             61.54
32                      7.30              5.46              4.83             61.98
64                      7.34              5.48              4.85             61.71
128                     7.80              5.89              5.22             63.31
256                    12.88              8.38              7.59             40.71
512                    13.14              8.42              7.60             37.78
1024                   13.42              8.70              7.84             39.79
2048                   13.92              9.04              8.19             40.36
4096                   14.29              9.45              8.48             42.84
8192                   15.50             10.41              9.39             45.89
16384                  17.67             11.78             10.76             45.34
32768                  30.16             20.96             19.36             52.47
65536                  43.28             31.17             28.95             58.19
131072                 69.56             51.58             48.10             62.62
262144                122.06             92.62             86.62             66.01
