
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.87              7.54              6.21              0.00
2                       7.71              5.61              4.95             57.76
4                       7.60              5.58              4.93             59.00
8                       7.56              5.62              5.02             61.51
16                      7.31              5.45              4.82             61.36
32                      7.31              5.45              4.81             61.39
64                      7.35              5.47              4.83             61.05
128                     7.77              5.99              5.28             66.29
256                    12.84              8.34              7.54             40.30
512                    13.02              8.33              7.53             37.67
1024                   13.41              8.66              7.80             39.14
2048                   13.81              9.00              8.18             41.18
4096                   14.24              9.31              8.39             41.20
8192                   15.34             10.18              9.27             44.27
16384                  17.67             11.68             10.68             43.87
32768                  30.11             20.93             19.34             52.57
65536                  43.32             31.15             28.94             57.94
131072                 69.51             51.64             48.17             62.91
262144                122.10             92.64             86.58             65.97
