
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.47              5.93              5.04              0.00
2                       8.14              6.26              5.58             66.34
4                       7.75              5.58              4.94             56.13
8                       7.54              5.65              5.02             62.46
16                      7.30              5.45              4.81             61.36
32                      7.32              5.44              4.82             60.88
64                      7.41              5.60              4.97             63.54
128                     7.73              5.89              5.21             64.64
256                    12.86              8.34              7.53             39.90
512                    13.14              8.37              7.56             36.90
1024                   13.42              8.63              7.78             38.41
2048                   13.88              9.05              8.18             40.89
4096                   14.22              9.27              8.37             40.85
8192                   15.32             10.16              9.24             44.20
16384                  17.65             11.71             10.68             44.41
32768                  30.14             20.97             19.40             52.73
65536                  43.38             31.15             28.93             57.74
131072                 69.54             51.63             48.16             62.80
262144                121.90             92.37             86.38             65.82
