
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       9.58              5.98              5.06             28.85
2                       7.74              5.63              4.98             57.59
4                       7.70              5.59              4.94             57.39
8                       7.71              5.64              5.03             58.86
16                      7.36              5.45              4.82             60.19
32                      7.38              5.43              4.81             59.45
64                      7.39              5.45              4.82             59.75
128                     7.78              5.87              5.21             63.53
256                    12.89              8.33              7.53             39.43
512                    13.25              8.34              7.54             34.93
1024                   13.43              8.69              7.83             39.48
2048                   13.91              9.01              8.16             39.88
4096                   14.24              9.27              8.37             40.68
8192                   15.31             10.18              9.27             44.60
16384                  17.70             11.69             10.68             43.75
32768                  30.18             21.05             19.45             53.04
65536                  43.14             31.11             28.90             58.38
131072                 69.89             51.64             48.18             62.12
262144                122.13             92.80             86.79             66.21
