
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.18              6.18              4.97              0.00
2                       7.66              5.60              4.97             58.66
4                       7.67              5.60              4.93             57.90
8                       7.67              5.69              5.07             60.94
16                      7.35              5.44              4.81             60.48
32                      7.57              5.47              4.83             56.59
64                      7.40              5.46              4.83             59.94
128                     7.73              5.89              5.22             64.74
256                    12.88              8.37              7.57             40.40
512                    13.16              8.39              7.56             36.77
1024                   13.42              8.64              7.79             38.56
2048                   13.95              9.02              8.18             39.73
4096                   14.30              9.29              8.40             40.34
8192                   15.34             10.18              9.29             44.44
16384                  17.68             11.77             10.72             44.86
32768                  30.19             20.96             19.38             52.37
65536                  43.35             31.23             29.00             58.20
131072                 69.57             51.67             48.20             62.88
262144                123.55             92.97             86.87             64.81
