
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.77              7.03              5.91              0.00
2                       7.87              5.85              5.18             60.90
4                       7.81              5.59              4.94             55.07
8                       7.56              5.63              5.02             61.52
16                      7.35              5.47              4.83             61.05
32                      7.33              5.47              4.83             61.53
64                      7.38              5.48              4.84             60.79
128                     7.86              5.91              5.24             62.76
256                    12.85              8.32              7.51             39.64
512                    13.15              8.35              7.55             36.45
1024                   13.40              8.62              7.77             38.53
2048                   13.80              8.98              8.14             40.78
4096                   14.18              9.25              8.37             41.15
8192                   15.30             10.16              9.23             44.26
16384                  17.67             11.73             10.71             44.51
32768                  30.13             20.96             19.36             52.61
65536                  43.35             31.16             28.94             57.86
131072                 69.48             51.60             48.13             62.85
262144                121.92             92.46             86.46             65.93
