
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.14              6.70              5.25              0.00
2                       7.77              5.63              4.98             57.18
4                       7.69              5.60              4.94             57.59
8                       7.61              5.64              5.02             60.73
16                      7.42              5.46              4.82             59.40
32                      7.47              5.43              4.81             57.56
64                      7.44              5.51              4.86             60.30
128                     7.81              5.89              5.22             63.26
256                    12.94              8.35              7.54             39.27
512                    13.13              8.36              7.55             36.72
1024                   13.42              8.60              7.76             37.87
2048                   14.04              9.01              8.16             38.42
4096                   14.27              9.41              8.55             43.14
8192                   15.25             10.16              9.28             45.04
16384                  17.67             11.70             10.69             44.15
32768                  30.15             20.89             19.32             52.11
65536                  43.44             31.23             29.01             57.92
131072                 69.48             51.61             48.14             62.89
262144                122.03             92.55             86.55             65.94
