
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.52              6.10              4.97              0.00
2                       9.32              7.71              6.93             76.78
4                       7.65              5.64              4.96             59.37
8                       7.57              5.65              5.03             61.76
16                      7.32              5.46              4.82             61.24
32                      7.33              5.45              4.82             61.11
64                      7.38              5.47              4.83             60.46
128                     7.76              5.85              5.21             63.32
256                    12.89              8.34              7.54             39.66
512                    13.27              8.36              7.56             35.01
1024                   13.43              8.74              7.88             40.43
2048                   13.84              9.00              8.17             40.82
4096                   14.24              9.30              8.38             41.09
8192                   15.38             10.19              9.28             44.10
16384                  18.01             11.72             10.70             41.27
32768                  34.53             23.32             21.57             48.02
65536                  43.36             31.19             28.96             57.97
131072                 69.58             51.71             48.23             62.96
262144                122.07             92.61             86.60             65.98
