4164090

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.74              1.64              1.22              9.86
2                       2.76              1.65              1.23              9.26
4                       2.69              1.58              1.27             12.47
8                       2.69              1.58              1.23              9.65
16                      2.69              1.59              1.23              9.82
32                      3.15              1.89              1.40              9.82
64                      3.12              1.89              1.41             12.77
128                     3.13              1.89              1.44             13.62
256                     3.15              1.89              1.49             15.39
512                     3.46              2.20              1.65             24.17
1024                    3.55              2.21              1.79             25.05
2048                    4.19              2.67              2.16             29.71
4096                    5.08              3.28              2.85             36.80
8192                    7.97              5.30              4.59             41.73
16384                  13.87              8.78              7.85             35.13
32768                  49.19             20.98             19.42              0.00
65536                  70.88             30.16             28.12              0.00
131072                112.61             49.19             45.96              0.00
262144                189.35             86.92             81.57              0.00
