4157489

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.75              1.65              1.27             12.77
2                       2.75              1.65              1.27             13.03
4                       2.70              1.58              1.27             12.44
8                       2.70              1.58              1.26             11.95
16                      2.70              1.59              1.27             12.57
32                      3.15              1.89              1.41             11.25
64                      3.11              1.89              1.40             12.81
128                     3.12              1.89              1.44             14.60
256                     3.15              1.90              1.50             16.93
512                     3.45              2.20              1.64             23.77
1024                    3.53              2.21              1.79             26.49
2048                    4.16              2.67              2.13             30.12
4096                    5.06              3.28              2.89             38.42
8192                    7.93              5.27              4.61             42.31
16384                  13.83              8.76              7.81             35.15
32768                  49.46             21.02             19.44              0.00
65536                  70.76             29.90             27.71              0.00
131072                112.51             48.55             45.42              0.00
262144                188.69             86.36             81.04              0.00
