4160583

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.74              1.65              1.21              9.72
2                       2.74              1.64              1.20              8.50
4                       2.71              1.60              1.20              7.88
8                       2.68              1.58              1.20              8.53
16                      2.68              1.58              1.21              8.89
32                      3.08              1.89              1.35             11.95
64                      3.08              1.89              1.40             15.38
128                     3.09              1.89              1.38             12.98
256                     3.12              1.89              1.44             15.08
512                     3.21              1.90              1.54             15.17
1024                    3.52              2.21              1.72             23.70
2048                    4.15              2.67              2.11             29.96
4096                    5.08              3.28              2.76             34.92
8192                    7.91              5.27              4.57             42.14
16384                  13.98              8.78              7.92             34.28
32768                  49.07             20.52             19.10              0.00
65536                  70.30             29.56             27.57              0.00
131072                112.42             48.70             45.55              0.00
262144                188.48             86.53             81.19              0.00
