4164833

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.64              1.18              8.19
2                       2.77              1.60              1.19              1.30
4                       2.68              1.58              1.18              7.33
8                       2.68              1.58              1.19              7.62
16                      2.68              1.58              1.20              8.57
32                      3.08              1.89              1.42             16.31
64                      3.08              1.89              1.36             12.99
128                     3.09              1.89              1.39             13.66
256                     3.16              1.90              1.46             13.24
512                     3.16              1.89              1.54             17.54
1024                    3.51              2.20              1.73             24.06
2048                    4.15              2.66              2.11             29.64
4096                    5.05              3.28              2.84             37.49
8192                    7.97              5.31              4.60             42.14
16384                  13.82              8.73              7.94             35.95
32768                  48.99             20.79             19.17              0.00
65536                  70.31             29.84             27.83              0.00
131072                112.88             48.80             45.58              0.00
262144                188.25             86.49             81.17              0.00
