4164413

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.65              1.19              9.66
2                       2.78              1.62              1.21              3.94
4                       2.67              1.58              1.20              9.58
8                       2.68              1.58              1.20              8.87
16                      2.68              1.59              1.21              9.57
32                      3.07              1.89              1.40             15.44
64                      3.08              1.89              1.38             14.05
128                     3.09              1.89              1.41             14.49
256                     3.12              1.89              1.47             16.42
512                     3.28              2.05              1.58             22.12
1024                    3.51              2.20              1.73             24.56
2048                    4.15              2.67              2.12             30.02
4096                    5.05              3.28              2.85             37.66
8192                    7.96              5.30              4.64             42.70
16384                  13.94              8.86              7.97             36.21
32768                  48.84             20.83             19.26              0.00
65536                  70.48             29.59             27.52              0.00
131072                112.25             48.72             45.49              0.00
262144                189.43             86.79             81.44              0.00
