4161742

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.78              1.68              1.21              8.80
2                       2.68              1.59              1.19              7.97
4                       2.68              1.59              1.20              8.42
8                       2.68              1.59              1.22              9.80
16                      2.73              1.60              1.19              5.13
32                      3.07              1.89              1.37             13.64
64                      3.07              1.89              1.37             13.76
128                     3.08              1.89              1.40             14.91
256                     3.10              1.90              1.51             20.17
512                     3.16              1.90              1.54             18.54
1024                    3.51              2.21              1.73             24.21
2048                    4.20              2.67              2.10             27.62
4096                    5.05              3.28              2.75             35.72
8192                    7.94              5.27              4.60             42.05
16384                  13.62              8.60              7.74             35.13
32768                  48.99             21.04             19.50              0.00
65536                  70.64             30.13             28.07              0.00
131072                111.87             49.03             45.89              0.00
262144                190.52             87.43             82.03              0.00
