4163441

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.71              1.63              1.19              9.17
2                       2.67              1.59              1.19              8.99
4                       2.67              1.58              1.19              8.88
8                       2.67              1.59              1.19              8.34
16                      2.72              1.60              1.21              6.77
32                      3.06              1.89              1.34             13.11
64                      3.07              1.89              1.35             12.88
128                     3.09              1.89              1.38             13.46
256                     3.11              1.90              1.49             18.83
512                     3.15              1.89              1.52             17.61
1024                    3.50              2.20              1.71             24.48
2048                    4.18              2.67              2.10             28.21
4096                    5.03              3.28              2.74             36.09
8192                    7.93              5.27              4.57             41.66
16384                  13.83              8.73              7.87             35.15
32768                  49.17             20.98             19.35              0.00
65536                  70.95             30.20             28.10              0.00
131072                113.00             48.62             45.49              0.00
262144                189.33             86.63             81.29              0.00
