4159282

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.74              1.64              1.20              8.29
2                       2.74              1.63              1.22              8.98
4                       2.71              1.60              1.20              6.78
8                       2.69              1.58              1.20              7.92
16                      2.69              1.58              1.21              8.82
32                      3.10              1.91              1.34             11.19
64                      3.09              1.89              1.41             15.01
128                     3.10              1.89              1.38             12.33
256                     3.14              1.90              1.44             13.93
512                     3.23              1.91              1.53             13.28
1024                    3.53              2.21              1.71             22.96
2048                    4.17              2.66              2.11             28.53
4096                    5.12              3.30              2.77             34.41
8192                    7.93              5.26              4.57             41.50
16384                  13.80              8.67              7.88             34.89
32768                  48.94             21.09             19.53              0.00
65536                  71.35             30.54             28.40              0.00
131072                113.02             49.00             45.82              0.00
262144                189.55             86.84             81.51              0.00
