4161957

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.67              1.58              1.20              9.27
2                       2.68              1.59              1.20              8.96
4                       2.68              1.58              1.20              8.92
8                       2.68              1.59              1.20              8.44
16                      2.68              1.58              1.25             12.82
32                      3.05              1.89              1.33             12.90
64                      3.05              1.89              1.34             13.09
128                     3.11              1.89              1.37             11.09
256                     3.10              1.89              1.44             15.70
512                     3.16              1.89              1.51             16.13
1024                    3.51              2.21              1.70             23.10
2048                    4.16              2.67              2.15             30.78
4096                    5.06              3.28              2.74             34.84
8192                    7.97              5.27              4.54             40.56
16384                  13.80              8.64              7.82             33.97
32768                  48.81             20.50             18.99              0.00
65536                  70.64             29.90             27.71              0.00
131072                112.48             48.55             45.43              0.00
262144                188.96             86.39             81.12              0.00
