4159923

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.69              1.62              1.21             11.20
2                       2.71              1.62              1.19              7.96
4                       2.67              1.58              1.19              8.86
8                       2.67              1.58              1.18              8.23
16                      2.67              1.58              1.19              8.77
32                      3.07              1.90              1.42             17.01
64                      3.08              1.89              1.36             13.29
128                     3.09              1.89              1.39             14.05
256                     3.16              1.90              1.46             13.64
512                     3.18              1.93              1.54             19.19
1024                    3.52              2.23              1.73             25.06
2048                    4.15              2.68              2.11             30.37
4096                    5.04              3.28              2.83             37.86
8192                    7.90              5.27              4.55             42.21
16384                  13.69              8.63              7.81             35.21
32768                  49.18             21.30             19.65              0.00
65536                  71.50             30.46             28.32              0.00
131072                113.73             48.98             45.78              0.00
262144                189.47             86.74             81.37              0.00
