4163765

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.67              1.60              1.18              9.28
2                       2.66              1.58              1.16              6.79
4                       2.65              1.58              1.15              7.09
8                       2.66              1.58              1.15              6.73
16                      2.66              1.58              1.22             11.78
32                      2.85              1.70              1.29             11.17
64                      2.88              1.73              1.29             10.97
128                     3.09              1.89              1.32              9.21
256                     3.07              1.89              1.39             14.90
512                     3.13              1.89              1.47             15.58
1024                    3.48              2.20              1.65             22.40
2048                    4.12              2.66              2.09             30.03
4096                    5.02              3.27              2.69             34.85
8192                    7.91              5.26              4.46             40.64
16384                  13.58              8.48              7.71             33.77
32768                  49.13             20.70             19.13              0.00
65536                  70.86             30.25             28.19              0.00
131072                112.46             48.95             45.80              0.00
262144                189.04             86.89             81.50              0.00
