4157156

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.65              1.20             10.14
2                       2.73              1.64              1.19              8.20
4                       2.74              1.64              1.20              8.50
8                       2.68              1.58              1.19              8.07
16                      2.68              1.59              1.20              9.15
32                      3.07              1.89              1.36             12.92
64                      3.27              1.87              1.36              0.00
128                     3.10              1.89              1.39             13.78
256                     3.13              1.90              1.45             15.28
512                     3.28              2.05              1.54             20.46
1024                    3.51              2.21              1.76             26.04
2048                    4.07              2.60              2.11             30.33
4096                    5.10              3.32              2.80             36.28
8192                    7.94              5.27              4.72             43.38
16384                  14.05              8.86              7.92             34.45
32768                  49.18             21.25             19.61              0.00
65536                  70.81             30.37             28.21              0.00
131072                113.38             48.57             45.50              0.00
262144                188.84             86.45             81.16              0.00
