4161306

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.75              1.66              1.19              8.19
2                       2.73              1.62              1.19              7.00
4                       2.70              1.59              1.21              8.95
8                       2.69              1.59              1.19              8.04
16                      2.69              1.59              1.20              8.21
32                      3.07              1.89              1.35             13.06
64                      3.07              1.89              1.36             13.60
128                     3.08              1.90              1.39             14.87
256                     3.11              1.90              1.45             16.65
512                     3.29              2.05              1.58             22.04
1024                    3.51              2.21              1.72             24.16
2048                    4.15              2.67              2.10             29.70
4096                    5.05              3.28              2.82             37.23
8192                    7.93              5.27              4.58             41.95
16384                  13.87              8.78              7.82             34.88
32768                  48.99             20.68             19.14              0.00
65536                  70.91             30.21             28.17              0.00
131072                113.22             48.87             45.64              0.00
262144                189.29             87.08             81.73              0.00
