4157800

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.75              1.65              1.22              9.49
2                       2.68              1.58              1.20              8.15
4                       2.68              1.58              1.20              8.05
8                       2.69              1.58              1.21              8.57
16                      2.73              1.59              1.21              5.41
32                      3.06              1.89              1.34             12.77
64                      3.06              1.89              1.34             12.47
128                     3.08              1.89              1.37             13.70
256                     3.10              1.89              1.50             19.42
512                     3.15              1.89              1.52             17.17
1024                    3.51              2.20              1.70             22.87
2048                    4.21              2.67              2.10             26.79
4096                    5.05              3.27              2.76             35.56
8192                    7.96              5.27              4.58             41.18
16384                  13.71              8.61              7.81             34.66
32768                  49.12             20.98             19.39              0.00
65536                  71.15             30.20             28.04              0.00
131072                112.44             48.66             45.46              0.00
262144                188.71             86.12             80.85              0.00
