4162379

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.64              1.20              9.17
2                       2.72              1.62              1.20              8.80
4                       2.72              1.62              1.21              8.86
8                       2.68              1.59              1.27             13.28
16                      2.68              1.58              1.21              9.17
32                      3.06              1.89              1.35             13.15
64                      3.07              1.89              1.35             12.51
128                     3.08              1.89              1.40             15.06
256                     3.12              1.91              1.44             15.91
512                     3.16              1.91              1.53             18.11
1024                    3.56              2.21              1.71             20.79
2048                    4.16              2.66              2.09             28.45
4096                    5.06              3.27              2.77             35.52
8192                    7.91              5.26              4.66             43.11
16384                  13.86              8.73              7.84             34.53
32768                  48.57             20.36             18.86              0.00
65536                  70.28             29.59             27.50              0.00
131072                113.17             48.36             45.24              0.00
262144                188.80             86.31             81.03              0.00
