4159607

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.63              1.26             12.58
2                       2.74              1.62              1.23              9.28
4                       2.72              1.61              1.23              8.89
8                       2.69              1.58              1.22              9.29
16                      2.69              1.58              1.23              9.76
32                      3.11              1.90              1.37             11.91
64                      3.09              1.89              1.44             16.19
128                     3.11              1.89              1.41             13.37
256                     3.14              1.89              1.46             14.36
512                     3.24              1.91              1.57             15.47
1024                    3.52              2.20              1.75             24.35
2048                    4.15              2.66              2.14             30.19
4096                    5.13              3.31              2.79             34.80
8192                    7.92              5.26              4.61             42.47
16384                  14.13              8.88              7.93             33.78
32768                  48.72             20.61             19.09              0.00
65536                  70.83             30.10             28.06              0.00
131072                113.27             48.57             45.41              0.00
262144                189.08             86.63             81.28              0.00
