4165477

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.75              1.65              1.21              8.06
2                       2.71              1.58              1.20              6.39
4                       2.71              1.58              1.20              6.11
8                       2.71              1.58              1.20              6.45
16                      2.76              1.60              1.20              3.70
32                      3.10              1.87              1.38             10.91
64                      3.02              1.79              1.37             10.95
128                     3.17              1.92              1.41             11.64
256                     3.32              2.05              1.59             19.94
512                     3.28              2.00              1.56             17.68
1024                    3.55              2.20              1.74             22.68
2048                    4.22              2.67              2.12             26.47
4096                    5.07              3.27              2.78             35.45
8192                    7.98              5.27              4.60             41.05
16384                  14.02              8.88              7.90             34.97
32768                  49.23             20.85             19.26              0.00
65536                  70.95             30.22             28.21              0.00
131072                113.29             49.02             45.83              0.00
262144                189.39             86.62             81.25              0.00
