4160991

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.64              1.19              8.60
2                       2.74              1.65              1.21              9.39
4                       2.68              1.58              1.21              9.15
8                       2.68              1.58              1.20              8.97
16                      2.69              1.59              1.20              8.16
32                      3.06              1.89              1.37             14.59
64                      3.06              1.89              1.42             17.31
128                     3.09              1.89              1.40             14.92
256                     3.11              1.89              1.46             16.80
512                     3.30              1.92              1.55             11.10
1024                    3.51              2.21              1.72             24.37
2048                    4.15              2.67              2.11             29.54
4096                    5.11              3.28              2.79             34.57
8192                    7.92              5.27              4.59             42.18
16384                  13.86              8.78              7.89             35.54
32768                  49.01             20.49             19.09              0.00
65536                  70.79             30.13             28.02              0.00
131072                112.97             48.28             45.22              0.00
262144                188.92             86.24             80.94              0.00
