1631561

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.10
2                      10.95
4                      10.64
8                      10.57
16                     10.11
32                      9.96
64                     10.18
128                    10.51
256                    10.55
512                    11.22
1024                   13.10
2048                   16.93
4096                   22.12
8192                   31.47
16384                  49.78
32768                 116.37
65536                 186.42
131072                372.01
262144                725.00
