1624216

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.11
2                       9.73
4                      10.12
8                       9.64
16                     10.81
32                      9.29
64                      9.78
128                    10.03
256                     9.70
512                    11.05
1024                   12.81
2048                   17.08
4096                   22.44
8192                   31.52
16384                  48.89
32768                 115.34
65536                 189.88
131072                367.52
262144                723.91
